"","item_id","Name","Score","Genders","english_name","Type","Episodes","Aired","Premiered","Producers","Licensors","Studios","Source","Duration","Duration_C","Rating","Ranked","Popularity","Members","Favorites","Watching","Completed","On-Hold","Dropped","Plan to Watch"
"4356","ID10217","Kaitou Tenshi Twin Angel: Kyun Kyun<U+2606>Tokimeki Paradise!!","6.05","Magic","Twin Angel:Twinkle Paradise","TV","12","Jul 5, 2011 to Sep 20, 2011","Summer 2011","Unknown","Unknown","J.C.Staff","Game",24,"Less than 30min","PG-13 - Teens 13 or older","8048.0",5592,7234,5,465,2410,327,876,3156
"4357","ID27419","Tari Tari: Kumottari, Kagayaitari, Mata Itsuka Utattari","6.81","Slice of Life, Music, School","Unknown","Special","1","Dec 17, 2014","Unknown","Unknown","Unknown","P.A. Works","Original",11,"Less than 30min","PG-13 - Teens 13 or older","4395.0",5592,7219,5,216,4196,120,69,2618
"4358","ID2743","Mobile Suit Gundam SEED: SEED Supernova - Tanekyara Gekijou","7.44","Parody, Comedy","Unknown","Special","4","Jun 22, 2007","Unknown","Unknown","Unknown","Sunrise","Original",4,"Less than 30min","PG-13 - Teens 13 or older","1773.0",5594,7219,10,130,4825,99,138,2027
"4359","ID36798","Yuuki Yuuna wa Yuusha de Aru: Hidamari","7.01","Drama, Fantasy, Magic, Slice of Life","Yuki Yuna is a Hero:A Sunny Place","Special","1","Nov 18, 2017","Unknown","Unknown","Unknown","Studio Gokumi","Original",24,"Less than 30min","PG-13 - Teens 13 or older","3626.0",5595,7210,7,225,4656,107,86,2136
"4360","ID7081","Danball Senki","7.02","Action, Kids, Mecha","LBX:Little Battlers eXperience","TV","44","Mar 2, 2011 to Jan 11, 2012","Spring 2011","TV Tokyo, Dentsu","Dentsu Entertainment USA","OLM","Game",23,"Less than 30min","G - All Ages","3582.0",5597,7206,42,481,3886,371,450,2018
"4361","ID24713","Miss Monochrome The Animation: Soccer-hen","6.25","Slice of Life, Comedy, Sports","Unknown","ONA","1","Jun 17, 2014","Unknown","Unknown","Unknown","SANZIGEN, LIDENFILMS","Original",4,"Less than 30min","G - All Ages","7143.0",5597,7214,2,95,5823,71,67,1158
"4362","ID39421","Yichang Shengwu Jianwenlu","6.42","Supernatural, Vampire","Journal of the Mysterious Creatures","ONA","13","Jun 28, 2019 to Sep 20, 2019","Unknown","bilibili","Unknown","Unknown","Novel",21,"Less than 30min","PG-13 - Teens 13 or older","6346.0",5598,7204,15,1049,1686,305,556,3608
"4363","ID42959","Yatogame-chan Kansatsu Nikki Sansatsume","6.28","Slice of Life, Comedy, School, Shounen","Unknown","TV","Unknown","Jan 10, 2021 to ?","Winter 2021","Unknown","Unknown","Creators in Pack, LEVELS","4-koma manga",3,"Less than 30min","PG-13 - Teens 13 or older","7004.0",5602,7229,20,3539,1,109,146,3434
"4364","ID1910","Master Keaton OVA","7.76","Adventure, Drama, Historical, Mystery, Seinen, Slice of Life","Unknown","OVA","15","Dec 21, 1999 to Jun 20, 2000","Unknown","VAP, Shogakukan-Shueisha Productions","Geneon Entertainment USA","Madhouse","Manga",24,"Less than 30min","R - 17+ (violence & profanity)","897.0",5603,7177,14,302,2687,206,121,3861
"4365","ID506","Glass no Kamen","7.34","Drama, Romance, Shoujo","Unknown","TV","23","Apr 9, 1984 to Sep 24, 1984","Spring 1984","Studio Jack","Maiden Japan","Eiken","Manga",24,"Less than 30min","PG-13 - Teens 13 or older","2168.0",5605,7182,41,311,2790,326,373,3382
"4366","ID38527","Gaikotsu Shotenin Honda-san OVA","6.8","Slice of Life, Comedy","Skull-face Bookseller Honda-san OVA","OVA","1","Feb 27, 2019","Unknown","Unknown","Unknown","DLE","Web manga",2,"Less than 30min","PG-13 - Teens 13 or older","4428.0",5606,7189,6,142,2698,104,58,4187
"4367","ID38664","Final Fantasy XV: Episode Ardyn - Prologue","6.6","Action","FINAL FANTASY XV:EPISODE ARDYN – PROLOGUE","ONA","1","Feb 17, 2019","Unknown","Square Enix","Unknown","Satelight","Game",13,"Less than 30min","PG-13 - Teens 13 or older","5356.0",5606,7164,7,198,4264,72,61,2569
"4368","ID5199","Seto no Hanayome Fan Disc","7.06","Comedy, Parody, School","Unknown","Special","2","Sep, 2008","Unknown","AIC","Unknown","Gonzo","Manga",6,"Less than 30min","PG-13 - Teens 13 or older","3386.0",5607,7182,4,217,3447,181,132,3205
"4369","ID1802","Dirty Pair Flash","6.67","Action, Adventure, Police, Comedy, Sci-Fi","Dirty Pair Flash","OVA","6","Jan 21, 1994 to Jun 21, 1994","Unknown","VAP, Studio Jack","ADV Films, Nozomi Entertainment","Sunrise","Light novel",27,"Less than 30min","PG-13 - Teens 13 or older","5044.0",5608,7164,22,234,3797,296,322,2515
"4370","ID1186","Battle Athletess Daiundoukai (TV)","6.9","Action, Sci-Fi, Adventure, Comedy, Sports, Drama, School, Shounen","Battle Athletes Victory","TV","26","Oct 3, 1997 to Mar 27, 1998","Fall 1997","TV Tokyo, Genco, Pioneer LDC","Geneon Entertainment USA","AIC","Original",22,"Less than 30min","PG - Children","4008.0",5610,7155,33,271,3521,307,420,2636
"4371","ID7654","Tokyo Magnitude 8.0 Recap","7.08","Drama","Unknown","Special","1","Dec 11, 2009","Unknown","Unknown","Maiden Japan","Bones, Kinema Citrus","Original",51,"Less than 1h","PG-13 - Teens 13 or older","3282.0",5610,7183,8,164,3702,128,161,3028
"4372","ID2383","Cybersix","7.24","Action, Adventure, Romance, Sci-Fi","Cybersix","TV","13","Sep 6, 1999 to Nov 29, 1999","Fall 1999","Tokyo Movie Shinsha","Discotek Media","Telecom Animation Film","Other",23,"Less than 30min","PG-13 - Teens 13 or older","2593.0",5612,7150,50,303,3476,269,251,2851
"4373","ID23363","Ore no Imouto ga Konnani Kawaii Wake ga Nai.: Ore no Imouto ga Konnani Eroge na Wake Nai","6.55","Comedy, Romance","Unknown","Special","1","Jan 22, 2014","Unknown","Aniplex","Unknown","Unknown","Light novel",44,"Less than 1h","PG-13 - Teens 13 or older","5604.0",5612,7182,5,230,3776,225,205,2746
"4374","ID9124","Ookiku Furikabutte: Natsu no Taikai-hen – Mokuhyou","7.41","Comedy, Seinen, Sports","Unknown","Special","1","Dec 22, 2010","Unknown","Unknown","Nozomi Entertainment","A-1 Pictures","Manga",24,"Less than 30min","G - All Ages","1857.0",5613,7137,4,95,5106,70,78,1788
"4375","ID8490","Digimon Adventure 3D: Digimon Grand Prix!","5.78","Action, Adventure, Comedy, Fantasy, Kids, Parody, Sports","Unknown","Movie","1","Jul 20, 2000","Unknown","Unknown","Unknown","Toei Animation","Original",7,"Less than 30min","PG - Children","8901.0",5614,7158,6,88,5032,78,185,1775
"4376","ID824","Guardian Hearts","5.87","Comedy, Ecchi, Magic, Romance, School","Unknown","OVA","6","May 23, 2003 to Nov 28, 2003","Unknown","KSS","Unknown","Unknown","Manga",17,"Less than 30min","R+ - Mild Nudity","8641.0",5615,7165,7,320,3623,228,331,2663
"4377","ID17679","Gambo","6.59","Action, Demons, Historical","Gambo","Movie","1","Jul 20, 2013","Unknown","Unknown","Sentai Filmworks","Sunrise","Original",12,"Less than 30min","R - 17+ (violence & profanity)","5424.0",5615,7151,2,137,4403,71,48,2492
"4378","ID533","Sensei no Ojikan: Doki Doki School Hours","6.69","Comedy, Slice of Life","Teacher's Time","TV","13","Apr 5, 2004 to Jun 28, 2004","Spring 2004","Unknown","Unknown","J.C.Staff","4-koma manga",23,"Less than 30min","PG-13 - Teens 13 or older","4940.0",5618,7161,16,323,3230,438,514,2656
"4379","ID3369","Shoubushi Densetsu Tetsuya","7.52","Game, Historical, Shounen","Unknown","TV","20","Oct 7, 2000 to Mar 24, 2001","Fall 2000","TV Asahi, Toei Video","Unknown","Toei Animation","Manga",23,"Less than 30min","R - 17+ (violence & profanity)","1534.0",5623,7149,31,359,3080,230,210,3270
"4380","ID3429","Blame! Special","5.36","Mecha, Sci-Fi","Unknown","Special","1","Oct 24, 2003","Unknown","Unknown","Unknown","Group TAC","Manga",4,"Less than 30min","PG-13 - Teens 13 or older","10022.0",5625,7143,3,127,4677,97,64,2178
"4381","ID5032","Cobra The Animation","7.11","Action, Adventure, Space, Sci-Fi","Unknown","TV","13","Jan 2, 2010 to Mar 27, 2010","Winter 2010","Happinet Pictures","Sentai Filmworks","Magic Bus","Manga",24,"Less than 30min","R+ - Mild Nudity","3156.0",5628,7116,22,340,3623,283,465,2405
"4382","ID23115","Hamatora The Animation: Saishuukai Chokuzen! Mao ga Okuru","6.78","Mystery, Comedy, Super Power","Unknown","Special","1","Mar 21, 2014","Unknown","DIVE II Entertainment","Unknown","NAZ","Unknown",26,"Less than 30min","PG-13 - Teens 13 or older","4530.0",5628,7144,7,197,3332,187,160,3268
"4383","ID626","Mamotte Shugogetten!","6.68","Comedy, Fantasy, Magic, Romance, Shounen","Protect Me, Heavenly Moon Guardian!","TV","22","Oct 17, 1998 to Apr 3, 1999","Fall 1998","Unknown","Unknown","Toei Animation","Manga",24,"Less than 30min","PG-13 - Teens 13 or older","4997.0",5629,7109,14,404,3065,417,504,2719
"4384","ID16928","Hiiro no Kakera: Totsugeki! Tonari no Ikemenzu","6.73","Comedy, Fantasy, Shoujo","Unknown","OVA","1","Mar 28, 2013","Unknown","Bandai Visual, Lantis","Unknown","Studio Deen","Visual novel",11,"Less than 30min","PG-13 - Teens 13 or older","4752.0",5629,7127,12,166,3855,113,100,2893
"4385","ID2048","Kikou Ryohei Mellowlink","7.12","Action, Mecha, Military, Sci-Fi","Unknown","OVA","12","Nov 21, 1988 to Apr 28, 1989","Unknown","VAP","Unknown","Sunrise","Original",24,"Less than 30min","PG-13 - Teens 13 or older","3130.0",5631,7137,38,379,2650,247,158,3703
"4386","ID28761","00:08","4.91","Dementia","Unknown","Movie","1","Jun 8, 2014","Unknown","Geidai Animation","Unknown","Unknown","Original",5,"Less than 30min","G - All Ages","10662.0",5632,7134,16,51,6328,29,78,648
"4387","ID1942","Rocket Girls","6.91","Adventure, Sci-Fi, Space","Unknown","TV","12","Feb 22, 2007 to May 18, 2007","Winter 2007","Happinet Pictures","Bandai Entertainment, Sentai Filmworks","Mook DLE","Light novel",23,"Less than 30min","PG-13 - Teens 13 or older","3962.0",5633,7104,8,284,3001,264,315,3240
"4388","ID932","Ichigeki Sacchuu!! Hoihoi-san","6.06","Comedy, Sci-Fi, Slice of Life","Unknown","OVA","1","Sep 30, 2004","Unknown","Genco","Unknown","Daume","Manga",11,"Less than 30min","PG-13 - Teens 13 or older","7978.0",5636,7083,4,128,5200,59,54,1642
"4389","ID13843","Wild Adapter","6.24","Action, Mystery, Drama, Shoujo","Wild Adapter","OVA","2","Mar 26, 2014 to Sep 30, 2015","Unknown","Frontier Works, Creators in Pack","Unknown","Anpro","Manga",28,"Less than 30min","R - 17+ (violence & profanity)","7192.0",5637,7108,11,579,2252,449,336,3492
"4390","ID34325","Pokemon XY&Z Specials","7.02","Action, Adventure, Comedy, Kids, Fantasy","Unknown","Special","2","Nov 3, 2016 to Nov 10, 2016","Unknown","Unknown","The Pokemon Company International","OLM","Game",23,"Less than 30min","PG - Children","3579.0",5637,7132,4,143,5537,128,112,1212
"4391","ID3641","Naisho no Tsubomi","6.58","Kids, Romance, School, Shoujo, Slice of Life, Supernatural","Naisho no Tsubomi","OVA","3","Apr 25, 2008 to Jun 27, 2008","Unknown","Happinet Pictures","Sentai Filmworks","Arms, Studio Kikan","Manga",28,"Less than 30min","PG - Children","5494.0",5641,7072,7,235,4238,144,226,2229
"4392","ID30547","Touhou Niji Sousaku Doujin Anime: Musou Kakyou Special","7.16","Magic, Fantasy","Unknown","OVA","1","May 11, 2014","Unknown","Maikaze","Unknown","Unknown","Game",11,"Less than 30min","PG-13 - Teens 13 or older","2961.0",5641,7110,26,280,3936,93,54,2747
"4393","ID16331","Next A-Class","6.43","Action, Cars, Sci-Fi","Unknown","ONA","1","Nov 17, 2012","Unknown","Unknown","Unknown","Production I.G","Original",6,"Less than 30min","PG-13 - Teens 13 or older","6246.0",5642,7078,5,123,5520,39,51,1345
"4394","ID439","RG Veda","6.14","Adventure, Drama, Fantasy","RG Veda","OVA","2","Jun 1, 1991 to Jun 21, 1992","Unknown","KSS, Movic, Sony Music Entertainment","Central Park Media","animate Film","Manga",45,"Less than 1h","PG-13 - Teens 13 or older","7600.0",5643,7092,15,166,4139,153,133,2501
"4395","ID1868","Giniro no Olynsis: Tokito","6.3","Adventure, Drama, Romance, Mecha","Unknown","TV","12","Oct 6, 2006 to Dec 22, 2006","Fall 2006","Happinet Pictures, Nagoya Broadcasting Network, Asahi Broadcasting","Unknown","Toei Animation","Original",23,"Less than 30min","PG-13 - Teens 13 or older","6876.0",5644,7074,6,358,3285,316,464,2651
"4396","ID18771","Gifuu Doudou!!: Kanetsugu to Keiji","6.48","Action, Historical, Martial Arts, Samurai, Seinen","Unknown","TV","25","Jul 3, 2013 to Dec 18, 2013","Summer 2013","North Stars Pictures","Unknown","Studio Deen","Manga",24,"Less than 30min","R - 17+ (violence & profanity)","5991.0",5644,7089,15,553,2127,486,1721,2202
"4397","ID34008","Days (TV) OVA","6.86","Sports, School, Shounen","Unknown","OVA","2","Mar 17, 2017 to May 17, 2017","Unknown","Unknown","Unknown","MAPPA","Manga",25,"Less than 30min","PG-13 - Teens 13 or older","4185.0",5646,7047,12,242,1883,144,173,4605
"4398","ID1822","The Hakkenden","6.61","Action, Adventure, Historical, Demons, Martial Arts, Samurai, Shounen","The Hakkenden:Legend of the Dog Warriors","OVA","6","Oct 25, 1990 to Mar 25, 1991","Unknown","AIC","Geneon Universal Entertainment","Artmic","Novel",30,"Less than 1h","R - 17+ (violence & profanity)","5315.0",5649,7057,13,285,2324,228,285,3935
"4399","ID10958","High Score","5.62","Slice of Life, Comedy, School, Shoujo","Unknown","TV","8","Nov 28, 2011 to Jan 30, 2012","Fall 2011","Unknown","Unknown","DLE","4-koma manga",3,"Less than 30min","PG-13 - Teens 13 or older","9372.0",5649,7092,7,256,4395,138,379,1924
"4400","ID21671","Keroro","6.86","Comedy, Sci-Fi, Shounen","Unknown","TV","23","Mar 22, 2014 to Sep 6, 2014","Spring 2014","Unknown","Unknown","Sunrise","Unknown",3,"Less than 30min","PG-13 - Teens 13 or older","4198.0",5651,7057,29,370,3892,344,598,1853
"4401","ID38578","Star<U+2606>Twinkle Precure","7.25","Action, Magic, Fantasy, Shoujo","Unknown","TV","49","Feb 3, 2019 to Jan 26, 2020","Winter 2019","TV Asahi, Echoes","Unknown","Toei Animation","Original",24,"Less than 30min","G - All Ages","2559.0",5651,7086,91,1342,2041,526,570,2607
"4402","ID33564","Armed Blue Gunvolt","5.72","Action, Sci-Fi, Super Power","Unknown","OVA","1","Feb 9, 2017","Unknown","Unknown","Unknown","LandQ studios","Game",21,"Less than 30min","PG-13 - Teens 13 or older","9079.0",5658,7028,18,288,2662,93,159,3826
"4403","ID1336","Kyoushoku Soukou Guyver II","7.03","Action, Adventure, Drama, Horror, Sci-Fi","The Guyver:Bio-Booster Armor","OVA","6","Oct 24, 1991 to Aug 21, 1992","Unknown","animate Film","Manga Entertainment","Unknown","Unknown",25,"Less than 30min","R - 17+ (violence & profanity)","3534.0",5662,7036,51,178,4724,153,180,1801
"4404","ID32953","Koi ni Naritai Aquarium","7.44","Music","Unknown","Music","1","Apr 27, 2016","Unknown","Lantis","Unknown","Sunrise","Music",7,"Less than 30min","PG-13 - Teens 13 or older","1770.0",5662,7060,27,114,5780,49,79,1038
"4405","ID34077","Cardfight!! Vanguard G: Next","6.59","Action, Game, Shounen","Cardfight!! Vanguard G NEXT","TV","52","Oct 2, 2016 to Oct 1, 2017","Fall 2016","Sotsu","Unknown","OLM","Card game",24,"Less than 30min","PG-13 - Teens 13 or older","5435.0",5662,7044,14,744,3642,253,452,1953
"4406","ID35982","Gundam Build Fighters: GM no Gyakushuu","7.18","Action, Sci-Fi, Mecha","Unknown","ONA","1","Aug 25, 2017","Unknown","Sotsu","Unknown","Sunrise","Original",32,"Less than 1h","G - All Ages","2848.0",5662,7012,8,153,5072,59,87,1641
"4407","ID19099","Pokemon: Mewtwo - Kakusei e no Prologue","6.68","Adventure, Fantasy, Kids","Pokemon:Mewtwo - Prologue to Awakening","Special","1","Jul 11, 2013","Unknown","Unknown","The Pokemon Company International","OLM","Game",26,"Less than 30min","PG - Children","5009.0",5665,7001,4,76,5459,77,92,1297
"4408","ID7774","Shin Koihime†Musou: Gunyuu, Minami no Shima de Bakansu wo Suru no Koto - Ato, Porori mo Aru yo!","6.7","Comedy, Ecchi, Fantasy","Unknown","OVA","1","Jul 7, 2010","Unknown","Marvelous","Sentai Filmworks","Doga Kobo","Visual novel",25,"Less than 30min","R+ - Mild Nudity","4921.0",5666,7006,3,174,4219,110,88,2415
"4409","ID2619","Spider Riders: Oracle no Yuusha-tachi","6.6","Action, Adventure, Mecha","Spider Riders","TV","26","Apr 5, 2006 to Sep 27, 2006","Spring 2006","TV Tokyo, Yomiko Advertising, P.A. Works, YTV","Funimation","Bee Train, Cookie Jar Entertainment","Novel",23,"Less than 30min","PG - Children","5396.0",5667,7042,26,321,4206,349,573,1593
"4410","ID3401","Aru Tabibito no Nikki Specials","6.39","Adventure, Fantasy","Unknown","Special","3","Feb 11, 2006","Unknown","Robot Communications","Unknown","Unknown","Original",4,"Less than 30min","G - All Ages","6468.0",5667,7009,5,54,5846,81,67,961
"4411","ID648","Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary","6.19","Comedy, Drama, Harem, Romance, Sci-Fi","Unknown","TV","13","Jun 30, 2004 to Sep 22, 2004","Summer 2004","Radix","Unknown","Unknown","Visual novel",12,"Less than 30min","PG-13 - Teens 13 or older","7424.0",5668,7007,8,315,3426,248,293,2725
"4412","ID1622","Kai Doh Maru","5.61","Action, Fantasy, Historical, Magic","Unknown","OVA","1","Dec 19, 2001","Unknown","Aniplex, SME Visual Works","Manga Entertainment","Production I.G","Original",46,"Less than 1h","R - 17+ (violence & profanity)","9385.0",5668,6980,5,114,4463,71,122,2210
"4413","ID31070","Etotama Specials","6.52","Action, Comedy, Fantasy","Unknown","Special","6","May 13, 2015 to Jul 1, 2015","Unknown","Unknown","Unknown","Shirogumi, Encourage Films","Original",2,"Less than 30min","PG-13 - Teens 13 or older","5776.0",5668,6985,4,223,4517,116,87,2042
"4414","ID1204","Kujira no Chouyaku","6.66","Drama, Fantasy, Kids","Unknown","Movie","1","Nov 14, 1998","Unknown","Bandai Visual, Ai ga areba Daijobu","Unknown","Tamura Shigeru Studio","Original",22,"Less than 30min","G - All Ages","5106.0",5673,6996,24,125,3932,59,59,2821
"4415","ID1598","Casshern: Robot Hunter","6.35","Adventure, Mecha, Sci-Fi","Casshan:Robot Hunter","OVA","4","Aug 21, 1993 to Feb 21, 1994","Unknown","Artmic, Tokyo Kids","ADV Films, Discotek Media","Tatsunoko Production","Unknown",27,"Less than 30min","PG-13 - Teens 13 or older","6644.0",5673,6994,15,188,3757,148,176,2725
"4416","ID32174","The iDOLM@STER Cinderella Girls: Anytime, Anywhere with Cinderella.","7.3","Comedy, Drama, Music","THE IDOLM@STER CINDERELLA GIRLS:Anytime, Anywhere with Cinderella.","Special","1","Feb 25, 2016","Unknown","Unknown","Unknown","A-1 Pictures","Game",29,"Less than 30min","PG-13 - Teens 13 or older","2354.0",5674,6985,11,226,4140,84,84,2451
"4417","ID35182","Binan Koukou Chikyuu Boueibu LOVE! LOVE! LOVE!","6.82","Slice of Life, Comedy, Parody, Magic, School","Cute High Earth Defense Club LOVE! LOVE! LOVE!","OVA","1","Aug 26, 2017","Unknown","Sotsu","Unknown","Studio Comet","Original",56,"Less than 1h","PG-13 - Teens 13 or older","4335.0",5675,6983,19,164,3496,78,141,3104
"4418","ID9333","Koi<U+2606>Sento","6.4","Comedy, Romance","Coicent","OVA","1","Nov 27, 2010","Unknown","Showgate","Sentai Filmworks","Sunrise","Original",25,"Less than 30min","PG-13 - Teens 13 or older","6427.0",5676,6988,3,136,4697,72,73,2010
"4419","ID1217","Seikimatsu<U+2605>Darling","6.37","Comedy, Romance, Drama, Shounen Ai","Unknown","OVA","1","Feb 16, 1996","Unknown","Horannabi","Unknown","Unknown","Manga",30,"Less than 1h","PG-13 - Teens 13 or older","6546.0",5678,6986,6,94,5153,45,101,1593
"4420","ID14957","Shakugan no Shana: Friagne & Marianne no Naze Nani Shana! Nandemo Shitsumonbako! 2","6.46","Comedy, Supernatural, Fantasy","Unknown","Special","8","Jan 25, 2008 to Aug 29, 2008","Unknown","Unknown","Funimation","Unknown","Unknown",5,"Less than 30min","PG-13 - Teens 13 or older","6087.0",5683,6960,1,149,3638,163,189,2821
"4421","ID1484","Youma","6.09","Action, Demons, Fantasy, Horror, Supernatural","Blood Reign:Curse of the Yoma","OVA","2","May 1, 1989 to Jun 1, 1989","Unknown","animate Film","ADV Films","J.C.Staff","Manga",38,"Less than 1h","R - 17+ (violence & profanity)","7870.0",5684,6971,22,191,3929,93,136,2622
"4422","ID1232","Saber Marionette R","6.6","Action, Comedy, Harem, Mecha, Sci-Fi","Saber Marionette R","OVA","3","May 24, 1995 to Sep 25, 1995","Unknown","Bandai Visual","Bandai Entertainment, Media Blasters","Zero-G Room","Unknown",30,"Less than 1h","PG-13 - Teens 13 or older","5356.0",5686,6930,8,139,4675,134,142,1840
"4423","ID2290","Superflat Monogram","6.51","Adventure, Fantasy","Unknown","Special","1","2003","Unknown","Unknown","Unknown","Toei Animation","Original",5,"Less than 30min","G - All Ages","5838.0",5691,6955,2,74,5485,32,37,1327
"4424","ID6705","Tayutayu: Pure My Heart","6.39","Comedy","Unknown","Special","6","Jun 25, 2009 to Nov 25, 2009","Unknown","Media Factory","Unknown","SILVER LINK.","Unknown",3,"Less than 30min","PG-13 - Teens 13 or older","6456.0",5696,6938,6,279,3884,161,130,2484
"4425","ID3125","Tokimeki Tonight","7.17","Comedy, Fantasy, Romance, Shoujo, Vampire","Unknown","TV","34","Oct 7, 1982 to Sep 22, 1983","Fall 1982","Toho","Unknown","Group TAC","Manga",24,"Less than 30min","PG - Children","2922.0",5697,6961,34,548,2004,436,339,3634
"4426","ID19945","Zoku Natsume Yuujinchou: 3D Nyanko-sensei Gekijou","5.09","Comedy","Unknown","Special","5","Apr 22, 2009 to Aug 26, 2009","Unknown","Aniplex","Unknown","Brain's Base","Manga",29,"Less than 30min","G - All Ages","10477.0",5699,6897,8,157,3637,128,184,2791
"4427","ID8909","Tales of Symphonia The Animation: Tethe'alla-hen Specials","7.08","Comedy","Unknown","Special","4","Mar 25, 2010 to Feb 25, 2011","Unknown","Unknown","Unknown","ufotable","Game",6,"Less than 30min","G - All Ages","3309.0",5700,6905,7,221,4112,170,87,2315
"4428","ID22013","Koukaku Kidoutai Nyuumon Arise","6.85","Comedy","Unknown","TV","26","Jan 7, 2014 to Jul 1, 2014","Winter 2014","Bandai Visual","Unknown","Production I.G","Unknown",4,"Less than 30min","PG-13 - Teens 13 or older","4252.0",5700,6886,8,200,2316,180,254,3936
"4429","ID458","Buttobi!! CPU","6.24","Comedy, Ecchi, Magic, Sci-Fi, Seinen","I Dream of Mimi","OVA","3","Apr 25, 1997 to Sep 26, 1997","Unknown","Pink Pineapple, Studio Jack","Nozomi Entertainment","OLM","Manga",27,"Less than 30min","R+ - Mild Nudity","7141.0",5703,6894,11,237,3945,152,178,2382
"4430","ID9002","True Tears: Raigomaru to Jibeta no Monogatari","6.18","Kids","Unknown","Special","1","Mar 26, 2010","Unknown","Bandai Visual, Lantis","Unknown","P.A. Works","Original",8,"Less than 30min","PG - Children","7475.0",5703,6916,2,104,4564,99,105,2044
"4431","ID1550","Attack No.1","6.76","Drama, Shoujo, Sports","Unknown","TV","104","Dec 7, 1969 to Nov 28, 1971","Winter 1970","Fuji TV","Unknown","Tokyo Movie Shinsha","Manga",24,"Less than 30min","PG-13 - Teens 13 or older","4605.0",5704,6878,29,344,3519,397,591,2027
"4432","ID767","Burn Up!","6.09","Action, Sci-Fi, Comedy, Police, Ecchi","Unknown","OVA","1","Mar 21, 1991","Unknown","Media Rings","ADV Films, Sentai Filmworks","AIC","Original",46,"Less than 1h","R - 17+ (violence & profanity)","7864.0",5706,6908,4,175,4075,112,96,2450
"4433","ID35425","Donten ni Warau Gaiden: Ouka, Tenbou no Kakehashi","7.19","Action, Historical, Supernatural","Donten:Laughing Under the Clouds - Gaiden:Chapter 3 - Conspiracy of the Military","Movie","1","Sep 1, 2018","Unknown","Production I.G, Shochiku, Kinoshita Management","Eleven Arts","Wit Studio","Manga",57,"Less than 1h","PG-13 - Teens 13 or older","2815.0",5709,6890,9,182,965,145,79,5519
"4434","ID30419","Wake Up, Girls! Beyond the Bottom","7.21","Music, Drama","Unknown","Movie","1","Dec 11, 2015","Unknown","TV Tokyo, Tatsunoko Production, AT-X, Toho, Ultra Super Pictures, DIVE II Entertainment, Good Smile Company, Avex Pictures, Lawson HMV Entertainment, Hiroshi Planning","Unknown","Ordet, Millepensee","Original",53,"Less than 1h","PG-13 - Teens 13 or older","2726.0",5715,6902,15,186,3455,107,82,3072
"4435","ID21013","Marvel Disk Wars: The Avengers","5.91","Action, Kids, Super Power","Unknown","TV","51","Apr 2, 2014 to Mar 25, 2015","Spring 2014","TV Tokyo","Unknown","Toei Animation","Unknown",22,"Less than 30min","PG - Children","8521.0",5716,6916,17,744,1641,498,1402,2631
"4436","ID10338","Honto ni Atta! Reibai Sensei","6.55","Comedy, School, Shounen, Supernatural","Unknown","TV","22","Apr 13, 2011 to Sep 14, 2011","Spring 2011","Unknown","Unknown","DLE","Manga",5,"Less than 30min","PG-13 - Teens 13 or older","5643.0",5717,6872,9,490,2638,351,609,2784
"4437","ID36777","Utawarerumono: Tusukuru-koujo no Karei Naru Hibi","6.75","Comedy, Fantasy","Unknown","OVA","1","Apr 26, 2018","Unknown","Unknown","Unknown","White Fox","Visual novel",13,"Less than 30min","PG-13 - Teens 13 or older","4674.0",5717,6868,10,199,2096,91,71,4411
"4438","ID1718","Winter Garden","6.59","Drama, Romance, Shoujo, Slice of Life","Di Gi Charat:Winter Garden","Special","2","Dec 22, 2006 to Dec 23, 2006","Unknown","Broccoli","Sentai Filmworks","J.C.Staff","Unknown",23,"Less than 30min","G - All Ages","5458.0",5721,6846,13,150,4134,129,126,2307
"4439","ID1865","Getsumen To Heiki Mina","6.3","Comedy, Parody, Sci-Fi","Unknown","TV","11","Jan 14, 2007 to Mar 25, 2007","Winter 2007","Pony Canyon, Studio Tulip, Sony Music Entertainment, Sotsu Music Publishing","Unknown","Gonzo","Other",23,"Less than 30min","PG-13 - Teens 13 or older","6877.0",5721,6817,13,353,2272,363,618,3211
"4440","ID695","Canvas: Sepia-iro no Motif","5.71","Comedy, Romance, Slice of Life","Unknown","OVA","2","Dec 25, 2001 to Mar 25, 2002","Unknown","Studio Kyuuma, KENMedia","Unknown","Unknown","Visual novel",30,"Less than 1h","R+ - Mild Nudity","9117.0",5723,6812,0,172,3994,145,176,2325
"4441","ID1603","Super Robot Taisen OG: Divine Wars","6.84","Action, Mecha, Sci-Fi","Super Robot Wars The Original Generation:The Divine Wars","TV","25","Oct 5, 2006 to Mar 29, 2007","Fall 2006","GDH, Sotsu, Genco, Banpresto","Bandai Entertainment, Media Blasters, Bandai Visual USA","OLM","Game",24,"Less than 30min","PG-13 - Teens 13 or older","4288.0",5725,6823,15,324,3207,348,431,2513
"4442","ID1123","Bouken Ou Beet Excellion","6.72","Adventure, Fantasy, Shounen, Supernatural","Beet the Vandel Buster Excellion","TV","25","Oct 6, 2005 to Mar 30, 2006","Fall 2005","TV Tokyo, Dentsu","Unknown","Toei Animation","Manga",24,"Less than 30min","PG - Children","4788.0",5728,6800,6,272,4330,355,357,1486
